movie_title,Title_URL,image_url,movie_url,release_year,certificate,time,genre,stars,Score,description,director_url,director_name,cast_url1,cast1,cast_url2,cast2,cast_url3,cast3,cast_url4,cast4,votes
A Very Merry Toy Store,https://www.imdb.com/title/tt7069196/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=3&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2017 TV Movie),TV-PG,90 min,"Comedy, Drama, Family",5.5,,Two rival toy shop owners reluctantly join forces when an unscrupulous toy magnate opens a box store in their town.,https://www.imdb.com/name/nm0366472/?ref_=kw_li_dr_0,Paula Hart,https://www.imdb.com/name/nm0004997/?ref_=kw_li_st_0,Melissa Joan Hart,https://www.imdb.com/name/nm0530249/?ref_=kw_li_st_1,Mario Lopez,https://www.imdb.com/name/nm2544577/?ref_=kw_li_st_2,Dan Amboyer,https://www.imdb.com/name/nm3137184/?ref_=kw_li_st_3,Kurt Cole,"1,002"
Road to Christmas,https://www.imdb.com/title/tt8732914/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=3&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2018 TV Movie),TV-G,84 min,"Comedy, Drama, Romance",6.7,,"A TV producer is producing a Christmas Special for the 5th year but she is then told to co-produce it with the host's son. Initially, she's not too happy about it but - Christmas brings friends and families together.",https://www.imdb.com/name/nm0363473/?ref_=kw_li_dr_0,Allan Harmon,https://www.imdb.com/name/nm1789336/?ref_=kw_li_st_0,Jessy Schram,https://www.imdb.com/name/nm0745186/?ref_=kw_li_st_1,Teryl Rothery,https://www.imdb.com/name/nm5006748/?ref_=kw_li_st_2,Matreya Scarrwener,https://www.imdb.com/name/nm0614877/?ref_=kw_li_st_3,Chad Michael Murray,"1,921"
My Christmas Love,https://www.imdb.com/title/tt6104760/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=3&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2016 TV Movie),TV-G,85 min,"Comedy, Romance",6.2,,"A hopeless romantic who can't ever seem to give a guy a real chance begins receiving each of the ""12 Days of Christmas"" as gifts anonymously at her door and begins to believe that the mystery suitor may finally live up to her expectations.",https://www.imdb.com/name/nm0279567/?ref_=kw_li_dr_0,Jeff Fisher,https://www.imdb.com/name/nm2993517/?ref_=kw_li_st_0,Meredith Hagner,https://www.imdb.com/name/nm2092545/?ref_=kw_li_st_1,Bobby Campo,https://www.imdb.com/name/nm1177914/?ref_=kw_li_st_2,Megan Park,https://www.imdb.com/name/nm3093351/?ref_=kw_li_st_3,Aaron O'Connell,"2,662"
Santa's Boots,https://www.imdb.com/title/tt9028942/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=3&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2018 TV Movie),TV-PG,90 min,"Comedy, Drama, Romance",6.2,,"Forced to take a vacation from her job in Seattle, Holly returns to her hometown where she reluctantly agrees to become Santa's new elf at her dad's local department store.",https://www.imdb.com/name/nm0866122/?ref_=kw_li_dr_0,Shawn Tolleson,https://www.imdb.com/name/nm2047859/?ref_=kw_li_st_0,Megan Hilty,https://www.imdb.com/name/nm3718062/?ref_=kw_li_st_1,Noah Mills,https://www.imdb.com/name/nm0188220/?ref_=kw_li_st_2,Roark Critchlow,https://www.imdb.com/name/nm2111860/?ref_=kw_li_st_3,Patricia Isaac,611
The Christmas Setup,https://www.imdb.com/title/tt13147656/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=3&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2020 TV Movie),TV-PG,85 min,"Drama, Romance",6.8,,"As they enjoy the local holidays together, Hugo and Patrick's attraction to each other is undeniable but as Hugo receives word of a big promotion requiring a move to London, he must decide what is most important to him.",https://www.imdb.com/name/nm1319591/?ref_=kw_li_dr_0,Pat Mills,https://www.imdb.com/name/nm2313157/?ref_=kw_li_st_0,Ben Lewis,https://www.imdb.com/name/nm2114050/?ref_=kw_li_st_1,Blake Lee,https://www.imdb.com/name/nm0000376/?ref_=kw_li_st_2,Fran Drescher,https://www.imdb.com/name/nm2771798/?ref_=kw_li_st_3,Ellen Wong,"2,305"
Christmas Under the Stars,https://www.imdb.com/title/tt10922658/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=3&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2019 TV Movie),TV-G,82 min,"Drama, Romance",6.8,,A Christmas-tree lot helps two people rediscover their holiday spirit.,https://www.imdb.com/name/nm0363473/?ref_=kw_li_dr_0,Allan Harmon,https://www.imdb.com/name/nm0582462/?ref_=kw_li_st_0,Jesse Metcalfe,https://www.imdb.com/name/nm1032208/?ref_=kw_li_st_1,Autumn Reeser,https://www.imdb.com/name/nm0676370/?ref_=kw_li_st_2,Clarke Peters,https://www.imdb.com/name/nm6836099/?ref_=kw_li_st_3,Anthony Bolognese,"1,881"
Our Christmas Love Song,https://www.imdb.com/title/tt11171322/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=3&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2019 TV Movie),Not Rated,82 min,"Drama, Music, Romance",6.3,,"When a country music star is accused of plagiarizing her new Christmas song, she returns to her hometown for the holiday season to try and find proof of authorship.",https://www.imdb.com/name/nm0946750/?ref_=kw_li_dr_0,Gary Yates,https://www.imdb.com/name/nm0001860/?ref_=kw_li_st_0,Alicia Witt,https://www.imdb.com/name/nm0385639/?ref_=kw_li_st_1,Brendan Hines,https://www.imdb.com/name/nm3870572/?ref_=kw_li_st_2,Andrea del Campo,https://www.imdb.com/name/nm10406991/?ref_=kw_li_st_3,Anna Anderson-Epp,948
Christmas a la Mode,https://www.imdb.com/title/tt10210182/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=3&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2019 TV Movie),TV-PG,87 min,"Drama, Romance",6.4,,A woman needs a miracle in order to save her family's farm and her father's legacy in time for a happy Christmas.,https://www.imdb.com/name/nm0830387/?ref_=kw_li_dr_0,John Stimpson,https://www.imdb.com/name/nm1813088/?ref_=kw_li_st_0,Katie Leclerc,https://www.imdb.com/name/nm5536718/?ref_=kw_li_st_1,Ryan Cooper,https://www.imdb.com/name/nm10167633/?ref_=kw_li_st_2,Jennifer Ellis,https://www.imdb.com/name/nm3995229/?ref_=kw_li_st_3,Kathy Harum,961
Christmas in Evergreen: Letters to Santa,https://www.imdb.com/title/tt9033634/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=3&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2018 TV Movie),TV-G,84 min,"Drama, Fantasy, Romance",6.6,,Lisa Palmer's trip home to Evergreen for the holidays finds her fulfilling the wishes of a Christmas Past and finding a romance full of Christmas magic. Stars Jill Wagner and Mark Deklin.,https://www.imdb.com/name/nm0573732/?ref_=kw_li_dr_0,Sean McNamara,https://www.imdb.com/name/nm1489978/?ref_=kw_li_st_0,Jill Wagner,https://www.imdb.com/name/nm0215293/?ref_=kw_li_st_1,Mark Deklin,https://www.imdb.com/name/nm0005372/?ref_=kw_li_st_2,Holly Robinson Peete,https://www.imdb.com/name/nm0018271/?ref_=kw_li_st_3,Barbara Niven,"1,763"
The Christmas Listing,https://www.imdb.com/title/tt11753704/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=3&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2020),TV-PG,84 min,"Drama, Romance",5.1,,Two realtors compete for the same listing and have to spend time together at an Inn during Christmas.,https://www.imdb.com/name/nm3037403/?ref_=kw_li_dr_0,Elizabeth Snoderly,https://www.imdb.com/name/nm2524051/?ref_=kw_li_st_0,Lexi Giovagnoli,https://www.imdb.com/name/nm5966739/?ref_=kw_li_st_1,Travis Burns,https://www.imdb.com/name/nm0263760/?ref_=kw_li_st_2,Greg Evigan,https://www.imdb.com/name/nm9903089/?ref_=kw_li_st_3,Rachel O'Connell,526
A Very Charming Christmas Town,https://www.imdb.com/title/tt11929008/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=4&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2020 TV Movie),TV-PG,88 min,"Comedy, Drama, Romance",5.9,,A lifestyle blogger is assigned to write a news story on a small tourist town for the Christmas season.,https://www.imdb.com/name/nm3401440/?ref_=kw_li_dr_0,Jake Helgren,https://www.imdb.com/name/nm2834250/?ref_=kw_li_st_0,Natalie Hall,https://www.imdb.com/name/nm2062720/?ref_=kw_li_st_1,Jon Prescott,https://www.imdb.com/name/nm4275908/?ref_=kw_li_st_2,Kelley Jakle,https://www.imdb.com/name/nm0668534/?ref_=kw_li_st_3,Jo Marie Payton,798
Christmas in Homestead,https://www.imdb.com/title/tt6273004/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=4&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2016 TV Movie),TV-G,84 min,Romance,6.5,,Life is turned upside down for a small town mayor when a famous actress arrives to shoot her new Christmas movie.,https://www.imdb.com/name/nm0003458/?ref_=kw_li_dr_0,Steven R. Monroe,https://www.imdb.com/name/nm1543157/?ref_=kw_li_st_0,Taylor Cole,https://www.imdb.com/name/nm1640279/?ref_=kw_li_st_1,Michael Rady,https://www.imdb.com/name/nm4755952/?ref_=kw_li_st_2,Brooklyn Rae Silzer,https://www.imdb.com/name/nm0105226/?ref_=kw_li_st_3,Jeff Branson,"2,416"
Christmas Wonderland,https://www.imdb.com/title/tt9028856/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=4&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2018 TV Movie),TV-G,120 min,"Comedy, Drama, Romance",5.9,,"""Heidi (Osment), who initially left her small town of Pleasant Valley with the dream of one day becoming a successful painter, has put her own art on hold to excel as an art gallery curator...                See full summary »",https://www.imdb.com/name/nm1235963/?ref_=kw_li_dr_0,Sean Olson,https://www.imdb.com/name/nm0652089/?ref_=kw_li_st_0,Emily Osment,https://www.imdb.com/name/nm2970390/?ref_=kw_li_st_1,Ryan Rottman,https://www.imdb.com/name/nm0005026/?ref_=kw_li_st_2,Kelly Hu,https://www.imdb.com/name/nm5752521/?ref_=kw_li_st_3,Jacob Buster,"3,152"
Christmas Pen Pals,https://www.imdb.com/title/tt8942494/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=4&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2018 TV Movie),TV-PG,90 min,"Comedy, Drama, Romance",7.0,,"After being dumped by her boyfriend, a successful tech wiz dating-app creator returns to her hometown for the holiday season, and her dad gets her to sign up for the annual Christmas Cupid anonymous matchmaking event.",https://www.imdb.com/name/nm0222668/?ref_=kw_li_dr_0,Siobhan Devine,https://www.imdb.com/name/nm0237711/?ref_=kw_li_st_0,Sarah Drew,https://www.imdb.com/name/nm2473076/?ref_=kw_li_st_1,Niall Matter,https://www.imdb.com/name/nm0343447/?ref_=kw_li_st_2,Michael Gross,https://www.imdb.com/name/nm0953065/?ref_=kw_li_st_3,Chiara Zanni,"1,266"
Picture Perfect Royal Christmas,https://www.imdb.com/title/tt10154790/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=4&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2020 TV Movie),,90 min,"Family, Romance",5.5,,Amanda is the assistant to a famous photographer. Her boss receives an invitation to photograph the Christmas festivities in the kingdom of Pantrea and Amanda goes posing as her. She will ...                See full summary »,https://www.imdb.com/name/nm1359237/?ref_=kw_li_dr_0,Todor Chapkanov,https://www.imdb.com/name/nm1861467/?ref_=kw_li_st_0,Roxanne McKee,https://www.imdb.com/name/nm4268006/?ref_=kw_li_st_1,David Witts,https://www.imdb.com/name/nm0001830/?ref_=kw_li_st_2,Sophie Ward,https://www.imdb.com/name/nm1070538/?ref_=kw_li_st_3,Sophie Vavasseur,366
The Christmas Cure,https://www.imdb.com/title/tt7123974/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=4&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2017 TV Movie),TV-G,87 min,"Drama, Romance",6.2,,"A doctor returns home for Christmas to find that her father has decided to retire from his own practice. After reuniting with her high school sweetheart, she wonders if she should stay and take over her father's practice.",https://www.imdb.com/name/nm0103498/?ref_=kw_li_dr_0,John Bradshaw,https://www.imdb.com/name/nm0627492/?ref_=kw_li_st_0,Brooke Nevin,https://www.imdb.com/name/nm0125847/?ref_=kw_li_st_1,Steve Byers,https://www.imdb.com/name/nm0001155/?ref_=kw_li_st_2,Patrick Duffy,https://www.imdb.com/name/nm0489632/?ref_=kw_li_st_3,Kathleen Laskey,"1,500"
Christmas on the Square,https://www.imdb.com/title/tt10627548/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=4&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2020),TV-PG,98 min,"Comedy, Family, Musical",5.2,"51        
        Metascore","An embittered scrooge of a woman plans to sell her small town, regardless of the consequences to the people who live there. However, a kindhearted angel arrives and shows her what would happen before she mends her ways and redeems herself.",https://www.imdb.com/name/nm0000739/?ref_=kw_li_dr_0,Debbie Allen,https://www.imdb.com/name/nm0000573/?ref_=kw_li_st_0,Dolly Parton,https://www.imdb.com/name/nm0507338/?ref_=kw_li_st_1,Jenifer Lewis,https://www.imdb.com/name/nm2019219/?ref_=kw_li_st_2,Josh Segarra,https://www.imdb.com/name/nm3471005/?ref_=kw_li_st_3,Jeanine Mason,"2,728"
Christmas Movie Magic,https://www.imdb.com/title/tt15515522/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=4&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2021 TV Movie),,87 min,"Comedy, Drama, Romance",6.4,,"Follows Alli Blakeman, an entertainment writer who learns that movie magic isn't always just on-screen after she discovers the mysterious origins of a classic Christmas movie.",https://www.imdb.com/name/nm1034909/?ref_=kw_li_dr_0,Robert Vaughn,https://www.imdb.com/name/nm3219637/?ref_=kw_li_st_0,Holly Deveaux,https://www.imdb.com/name/nm1192060/?ref_=kw_li_st_1,Drew Seeley,https://www.imdb.com/name/nm0292021/?ref_=kw_li_st_2,Jill Frappier,https://www.imdb.com/name/nm0317023/?ref_=kw_li_st_3,Jennifer Gibson,381
Christmas Unwrapped,https://www.imdb.com/title/tt12792442/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=4&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2020 TV Movie),TV-G,87 min,"Comedy, Drama, Romance",6.1,,A pragmatic reporter writing a feature story investigates a man who insists that all of the Christmas gifts his charity gives are magically supplied by Santa Claus.,https://www.imdb.com/name/nm0930146/?ref_=kw_li_dr_0,Bosede Williams,https://www.imdb.com/name/nm0828226/?ref_=kw_li_st_0,Amber Stevens West,https://www.imdb.com/name/nm2670679/?ref_=kw_li_st_1,Marco Grazzini,https://www.imdb.com/name/nm1428445/?ref_=kw_li_st_2,Cherion Drakes,https://www.imdb.com/name/nm0792792/?ref_=kw_li_st_3,Anthony Sherwood,817
The Spruces and the Pines,https://www.imdb.com/title/tt6764496/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=4&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2017 TV Movie),Unrated,86 min,"Comedy, Drama, Family",6.0,,Julie (Jonna Walsh) and Rick (Nick Ballard) fall in love despite being on opposite sides of feuding Christmas tree farms.,https://www.imdb.com/name/nm0830387/?ref_=kw_li_dr_0,John Stimpson,https://www.imdb.com/name/nm2727772/?ref_=kw_li_st_0,Jonna Walsh,https://www.imdb.com/name/nm2633394/?ref_=kw_li_st_1,Nick Ballard,https://www.imdb.com/name/nm0447376/?ref_=kw_li_st_2,Tom Kemp,https://www.imdb.com/name/nm0154914/?ref_=kw_li_st_3,Ken Cheeseman,882
Christmas Is Canceled,https://www.imdb.com/title/tt15186426/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=4&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2021),R,95 min,"Comedy, Romance",4.7,,Emma's father and her high school frenemy start dating so she embarks on a mission to break up the happy couple.,https://www.imdb.com/name/nm2752786/?ref_=kw_li_dr_0,Prarthana Mohan,https://www.imdb.com/name/nm4416000/?ref_=kw_li_st_0,Hayley Orrantia,https://www.imdb.com/name/nm0000551/?ref_=kw_li_st_1,Dermot Mulroney,https://www.imdb.com/name/nm0663546/?ref_=kw_li_st_2,Janel Parrish,https://www.imdb.com/name/nm8457287/?ref_=kw_li_st_3,Michael Naizu,935
Small Town Christmas,https://www.imdb.com/title/tt9168416/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=4&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2018 TV Movie),TV-G,120 min,"Comedy, Drama, Romance",6.7,,A high-flying female novelist from New York takes a trip to the small town that inspired her latest best-seller.,https://www.imdb.com/name/nm1656974/?ref_=kw_li_dr_0,Maclain Nelson,https://www.imdb.com/name/nm1203673/?ref_=kw_li_st_0,Ashley Newbrough,https://www.imdb.com/name/nm1119340/?ref_=kw_li_st_1,Kristoffer Polaha,https://www.imdb.com/name/nm2534390/?ref_=kw_li_st_2,Preston Vanderslice,https://www.imdb.com/name/nm5397277/?ref_=kw_li_st_3,Bailey Skodje,"1,593"
Christmas in Love,https://www.imdb.com/title/tt9033712/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=4&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2018 TV Movie),TV-G,84 min,"Drama, Romance",6.4,,An aspiring crafter working in her small town's bakery shows the new big-city CEO that it's people and not machines which make the business a success.,https://www.imdb.com/name/nm0564260/?ref_=kw_li_dr_0,Don McBrearty,https://www.imdb.com/name/nm1175262/?ref_=kw_li_st_0,Brooke D'Orsay,https://www.imdb.com/name/nm2361807/?ref_=kw_li_st_1,Daniel Lissing,https://www.imdb.com/name/nm0401799/?ref_=kw_li_st_2,Mary-Margaret Humes,https://www.imdb.com/name/nm0444534/?ref_=kw_li_st_3,David Keeley,"1,726"
A Taste of Christmas,https://www.imdb.com/title/tt11637974/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=4&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2020 TV Movie),TV-PG,91 min,"Comedy, Romance",5.6,,"When Natalie learns her cousin Francesca must cancel the Christmas Eve opening of her new Italian restaurant, Natalie's heart goes out to all of the guests who were planning on attending.",https://www.imdb.com/name/nm0739117/?ref_=kw_li_dr_0,Damián Romay,https://www.imdb.com/name/nm7349604/?ref_=kw_li_st_0,Anni Krueger,https://www.imdb.com/name/nm1694302/?ref_=kw_li_st_1,Gilles Marini,https://www.imdb.com/name/nm0889522/?ref_=kw_li_st_2,Nia Vardalos,https://www.imdb.com/name/nm3528821/?ref_=kw_li_st_3,Emma Myers,502
A Christmas Prince: The Royal Baby,https://www.imdb.com/title/tt10006006/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=4&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2019),TV-PG,84 min,"Family, Romance",5.4,,"It's Christmastime in Aldovia, and a royal baby is on the way. Amber and Richard host royals from a distant kingdom to renew a sacred truce, but when the treaty vanishes, peace is jeopardized and an ancient curse threatens their family.",https://www.imdb.com/name/nm0776271/?ref_=kw_li_dr_0,John Schultz,https://www.imdb.com/name/nm0570860/?ref_=kw_li_st_0,Rose McIver,https://www.imdb.com/name/nm3858223/?ref_=kw_li_st_1,Ben Lamb,https://www.imdb.com/name/nm0000481/?ref_=kw_li_st_2,Alice Krige,https://www.imdb.com/name/nm4835867/?ref_=kw_li_st_3,Honor Kneafsey,"6,908"
A December Bride,https://www.imdb.com/title/tt5739680/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=4&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2016 TV Movie),TV-G,84 min,"Comedy, Romance",6.7,,"A holiday wedding brings no joy to the bride's cousin, who was literally left by the groom right at the altar. But she might find her true love there when she gains a fake fiancé in the process.",https://www.imdb.com/name/nm0003941/?ref_=kw_li_dr_0,David Winning,https://www.imdb.com/name/nm2057726/?ref_=kw_li_st_0,Jessica Lowndes,https://www.imdb.com/name/nm2361807/?ref_=kw_li_st_1,Daniel Lissing,https://www.imdb.com/name/nm1507920/?ref_=kw_li_st_2,Jay Hindle,https://www.imdb.com/name/nm3748325/?ref_=kw_li_st_3,Pauline Egan,"3,239"
Christmas Tree Lane,https://www.imdb.com/title/tt13344860/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=4&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2020 TV Movie),TV-G,84 min,"Comedy, Drama, Music",6.5,,Meg wants to save her neighborhood from getting demolished. She then discovers that Nate has other plans. Can she turn Nate's heart toward Christmas?,https://www.imdb.com/name/nm0003458/?ref_=kw_li_dr_0,Steven R. Monroe,https://www.imdb.com/name/nm0001860/?ref_=kw_li_st_0,Alicia Witt,https://www.imdb.com/name/nm1027286/?ref_=kw_li_st_1,Andrew W. Walker,https://www.imdb.com/name/nm0389693/?ref_=kw_li_st_2,Drake Hogestyn,https://www.imdb.com/name/nm4991147/?ref_=kw_li_st_3,Briana Price,"1,112"
Christmas in the Highlands,https://www.imdb.com/title/tt8708564/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=4&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2019 TV Movie),,84 min,"Comedy, Drama, Romance",4.8,,A New York sales manager is sent to the remote Scottish Highlands at Christmas to acquire a limited edition perfume from a dashing Earl preparing for his annual ball and falls in love instead.,https://www.imdb.com/name/nm6222943/?ref_=kw_li_dr_0,Ryan Dewar,https://www.imdb.com/name/nm3005219/?ref_=kw_li_st_0,Dan Jeannotte,https://www.imdb.com/name/nm4168469/?ref_=kw_li_st_1,Brooke Burfitt,https://www.imdb.com/name/nm0268297/?ref_=kw_li_st_2,Nicholas Farrell,https://www.imdb.com/name/nm0813893/?ref_=kw_li_st_3,Geraldine Somerville,664
The Christmas Chalet,https://www.imdb.com/title/tt10383902/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=4&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2019 TV Movie),,90 min,"Drama, Family, Romance",6.6,,"A Christmas-loving divorcee books a chalet with her mother and daughter for the holidays, where she meets a writer who despises Christmas. Together they learn the magic of Christmas and family.",https://www.imdb.com/name/nm0317023/?ref_=kw_li_dr_0,Jennifer Gibson,https://www.imdb.com/name/nm1570568/?ref_=kw_li_st_0,Erica Durance,https://www.imdb.com/name/nm0242903/?ref_=kw_li_st_1,Robin Dunne,https://www.imdb.com/name/nm0393882/?ref_=kw_li_st_2,Elva Mai Hoover,https://www.imdb.com/name/nm8629336/?ref_=kw_li_st_3,Micah Kalisch,788
A Christmas Prince: The Royal Wedding,https://www.imdb.com/title/tt8709036/?ref_=kw_li_tt,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png,"https://www.imdb.com/search/keyword/?keywords=christmas-movie&mode=detail&page=4&release_date=2016%2C2022&ref_=kw_nxt&sort=moviemeter,asc#",(2018),TV-PG,92 min,"Drama, Romance",5.3,,"A year after helping Richard get to the throne, Amber is about to become his wife. But is she really made to be queen?",https://www.imdb.com/name/nm0776271/?ref_=kw_li_dr_0,John Schultz,https://www.imdb.com/name/nm0570860/?ref_=kw_li_st_0,Rose McIver,https://www.imdb.com/name/nm3858223/?ref_=kw_li_st_1,Ben Lamb,https://www.imdb.com/name/nm0000481/?ref_=kw_li_st_2,Alice Krige,https://www.imdb.com/name/nm4835867/?ref_=kw_li_st_3,Honor Kneafsey,"10,859"
